track_id,track_name,artists,genre,tempo,energy,valence,danceability
track_783,Song 783,Artist 50,Metal,132.8,0.74,0.45,0.19
track_784,Song 784,Artist 22,EDM,118.5,0.75,0.42,0.44
track_785,Song 785,Artist 67,Rock,107.7,0.61,0.65,0.49
track_786,Song 786,Artist 68,Classical,82.0,0.17,0.36,0.38
track_787,Song 787,Artist 61,Metal,124.5,0.74,0.37,0.27
track_788,Song 788,Artist 7,Indie,84.8,0.56,0.23,0.79
track_789,Song 789,Artist 45,Hip-Hop,60.0,0.47,0.12,0.66
track_790,Song 790,Artist 1,Hip-Hop,82.1,0.1,0.65,0.91
track_791,Song 791,Artist 49,Hip-Hop,106.0,0.73,0.76,0.35
track_792,Song 792,Artist 41,EDM,121.4,0.7,0.88,0.31
track_793,Song 793,Artist 71,EDM,126.7,0.8,0.15,0.81
track_794,Song 794,Artist 17,Metal,122.5,0.8,0.13,0.03
track_795,Song 795,Artist 69,Indie,69.9,0.17,0.52,0.34
track_796,Song 796,Artist 89,Rock,113.3,0.88,0.28,0.22
track_797,Song 797,Artist 1,Metal,114.3,0.68,0.15,0.86
track_798,Song 798,Artist 40,Metal,108.3,0.67,0.68,0.62
track_799,Song 799,Artist 94,Rock,109.5,0.62,0.36,0.03
track_800,Song 800,Artist 17,Hip-Hop,89.1,0.29,0.28,0.1
track_801,Song 801,Artist 28,Pop,97.8,0.54,0.77,0.04
track_802,Song 802,Artist 34,Hip-Hop,72.3,0.55,0.7,0.62
track_803,Song 803,Artist 64,Metal,136.1,0.79,0.42,0.02
track_804,Song 804,Artist 33,EDM,109.8,0.74,0.55,0.25
track_805,Song 805,Artist 97,Indie,62.9,0.39,0.4,0.17
track_806,Song 806,Artist 38,Hip-Hop,74.1,0.71,0.92,0.76
track_807,Song 807,Artist 55,EDM,115.3,0.74,0.12,0.52
track_808,Song 808,Artist 88,Jazz,92.7,0.07,0.54,0.36
track_809,Song 809,Artist 71,Pop,100.5,0.59,0.74,0.72
track_810,Song 810,Artist 29,Jazz,87.7,0.46,0.13,0.02
track_811,Song 811,Artist 31,EDM,153.9,0.65,0.44,0.68
track_812,Song 812,Artist 54,Hip-Hop,89.0,0.33,0.35,0.83
track_813,Song 813,Artist 23,Rock,133.0,0.38,0.83,0.11
track_814,Song 814,Artist 27,Classical,126.8,0.24,0.27,0.02
track_815,Song 815,Artist 98,Indie,68.7,0.29,0.6,0.51
track_816,Song 816,Artist 8,Hip-Hop,78.5,0.72,0.94,0.72
track_817,Song 817,Artist 71,Metal,119.1,0.72,0.17,0.35
track_818,Song 818,Artist 19,Classical,60.0,0.31,0.75,0.96
track_819,Song 819,Artist 6,Rock,98.0,0.89,0.19,0.24
track_820,Song 820,Artist 52,Classical,60.9,0.37,0.48,0.75
track_821,Song 821,Artist 37,Rock,119.4,0.68,0.26,0.69
track_822,Song 822,Artist 7,Rock,121.3,0.66,0.31,0.86
track_823,Song 823,Artist 89,EDM,66.0,0.81,0.21,0.69
track_824,Song 824,Artist 82,Pop,114.5,0.39,0.78,0.39
track_825,Song 825,Artist 95,Rock,151.7,0.61,0.88,0.33
track_826,Song 826,Artist 5,Pop,86.0,0.45,0.75,0.02
track_827,Song 827,Artist 72,Pop,99.8,0.23,0.08,0.31
track_828,Song 828,Artist 52,Indie,66.6,0.3,0.33,0.89
track_829,Song 829,Artist 10,Metal,119.7,0.65,0.62,0.6
track_830,Song 830,Artist 52,Pop,72.1,0.71,0.04,0.15
track_831,Song 831,Artist 55,Hip-Hop,72.7,0.4,0.01,0.17
track_832,Song 832,Artist 64,Metal,121.7,0.81,0.75,0.62
track_833,Song 833,Artist 98,Pop,110.8,0.16,0.16,0.09
track_834,Song 834,Artist 7,Hip-Hop,122.4,0.54,0.12,0.04
track_835,Song 835,Artist 99,Indie,99.7,0.12,0.91,0.11
track_836,Song 836,Artist 89,Classical,60.0,0.23,0.2,0.71
track_837,Song 837,Artist 100,Indie,67.1,0.02,0.57,0.14
track_838,Song 838,Artist 1,Classical,83.3,0.43,0.37,0.58
track_839,Song 839,Artist 39,Metal,135.6,0.76,0.38,0.63
track_840,Song 840,Artist 85,Hip-Hop,116.3,0.52,0.14,0.23
track_841,Song 841,Artist 21,Indie,60.0,0.37,0.44,0.29
track_842,Song 842,Artist 95,Metal,115.4,0.47,0.45,0.95
track_843,Song 843,Artist 78,Rock,153.7,0.66,0.28,0.63
track_844,Song 844,Artist 88,Rock,131.4,0.64,0.18,0.77
track_845,Song 845,Artist 98,Classical,80.7,0.13,0.8,0.8
track_846,Song 846,Artist 63,Jazz,86.6,0.37,0.97,0.83
track_847,Song 847,Artist 77,Hip-Hop,101.3,0.68,0.21,0.53
track_848,Song 848,Artist 51,Indie,64.6,0.27,0.32,0.5
track_849,Song 849,Artist 53,Pop,98.3,0.84,0.1,0.82
track_850,Song 850,Artist 70,Classical,60.0,0.45,0.53,0.27
track_851,Song 851,Artist 71,Metal,160.1,0.8,0.58,0.46
track_852,Song 852,Artist 75,Metal,157.6,0.85,0.57,0.93
track_853,Song 853,Artist 75,Hip-Hop,125.0,0.36,0.17,0.1
track_854,Song 854,Artist 55,Pop,80.9,0.69,0.89,0.2
track_855,Song 855,Artist 73,Metal,116.9,0.66,0.7,0.08
track_856,Song 856,Artist 10,Indie,60.0,0.46,0.46,0.21
track_857,Song 857,Artist 52,Metal,131.8,0.68,0.35,0.13
track_858,Song 858,Artist 9,Pop,86.6,0.37,0.84,0.4
track_859,Song 859,Artist 3,Indie,65.3,0.51,0.54,0.87
track_860,Song 860,Artist 87,Jazz,82.3,0.4,0.03,0.68
track_861,Song 861,Artist 92,Pop,125.2,0.33,0.77,0.2
track_862,Song 862,Artist 25,Indie,89.7,0.43,0.47,0.16
track_863,Song 863,Artist 97,Metal,94.6,0.71,0.72,0.68
track_864,Song 864,Artist 32,Classical,72.6,0.55,0.52,0.75
track_865,Song 865,Artist 12,EDM,126.7,0.62,0.84,0.89
track_866,Song 866,Artist 81,Pop,111.6,0.52,0.99,0.49
track_867,Song 867,Artist 95,Jazz,60.0,0.1,0.52,0.97
track_868,Song 868,Artist 75,Rock,117.7,0.89,0.68,0.36
track_869,Song 869,Artist 74,Metal,128.4,0.72,0.26,0.87
track_870,Song 870,Artist 57,Hip-Hop,98.8,0.27,0.1,0.46
track_871,Song 871,Artist 11,Jazz,89.7,0.48,0.29,0.75
track_872,Song 872,Artist 43,Indie,82.0,0.23,0.15,0.87
track_873,Song 873,Artist 28,Hip-Hop,88.1,0.3,0.38,0.26
track_874,Song 874,Artist 33,Hip-Hop,120.6,0.76,0.44,0.5
track_875,Song 875,Artist 2,Classical,60.0,0.41,0.56,0.75
track_876,Song 876,Artist 11,Jazz,77.5,0.4,0.81,0.97
track_877,Song 877,Artist 31,Metal,105.3,0.68,0.93,0.86
track_878,Song 878,Artist 73,Rock,97.8,0.73,0.46,0.79
track_879,Song 879,Artist 77,Indie,60.0,0.48,0.81,0.89
track_880,Song 880,Artist 77,Rock,125.4,0.64,0.79,0.94
track_881,Song 881,Artist 3,Rock,114.7,0.52,0.19,0.71
track_882,Song 882,Artist 10,EDM,63.1,0.72,0.21,0.02
track_883,Song 883,Artist 62,Classical,83.4,0.27,0.06,0.66
track_884,Song 884,Artist 29,Rock,143.3,0.44,0.11,0.49
track_885,Song 885,Artist 21,Rock,73.8,0.63,0.78,0.55
track_886,Song 886,Artist 28,Indie,94.9,0.4,0.77,0.68
track_887,Song 887,Artist 65,Classical,76.2,0.3,0.52,0.92
track_888,Song 888,Artist 53,Classical,90.8,0.41,0.32,0.65
track_889,Song 889,Artist 25,Hip-Hop,75.7,0.68,0.34,0.92
track_890,Song 890,Artist 23,EDM,93.9,0.64,0.24,0.68
track_891,Song 891,Artist 48,Classical,67.2,0.52,0.13,0.83
track_892,Song 892,Artist 60,Indie,85.0,0.42,0.07,0.95
track_893,Song 893,Artist 7,Jazz,95.2,0.23,0.88,0.47
track_894,Song 894,Artist 67,Hip-Hop,110.2,0.58,0.15,0.13
track_895,Song 895,Artist 16,Pop,106.5,0.68,0.73,0.45
track_896,Song 896,Artist 85,Pop,79.1,0.61,0.35,0.05
track_897,Song 897,Artist 44,Jazz,60.0,0.33,0.83,0.95
track_898,Song 898,Artist 77,Indie,97.6,0.44,0.38,0.84
track_899,Song 899,Artist 65,Indie,65.0,0.21,0.52,0.87
track_900,Song 900,Artist 53,Hip-Hop,131.4,0.29,0.3,0.38
track_901,Song 901,Artist 33,Rock,105.7,0.87,0.81,0.97
track_902,Song 902,Artist 38,Classical,81.6,0.28,0.11,0.36
track_903,Song 903,Artist 80,EDM,126.0,0.89,0.45,0.81
track_904,Song 904,Artist 18,Pop,94.8,0.57,0.09,0.66
track_905,Song 905,Artist 10,Rock,132.9,0.36,0.53,0.62
track_906,Song 906,Artist 63,Pop,97.3,0.38,0.92,0.51
track_907,Song 907,Artist 63,EDM,118.8,0.76,0.41,0.8
track_908,Song 908,Artist 49,Indie,89.3,0.29,0.27,0.52
track_909,Song 909,Artist 89,Pop,96.0,0.26,0.88,0.33
track_910,Song 910,Artist 11,EDM,91.9,0.68,0.78,0.3
track_911,Song 911,Artist 65,Classical,73.8,0.27,0.15,0.4
track_912,Song 912,Artist 54,Indie,98.7,0.34,0.05,0.97
track_913,Song 913,Artist 28,Rock,129.7,0.9,0.99,0.67
track_914,Song 914,Artist 17,Rock,151.3,0.78,0.26,0.73
track_915,Song 915,Artist 30,Metal,104.6,0.98,0.8,0.38
track_916,Song 916,Artist 53,Indie,121.3,0.37,0.01,0.92
track_917,Song 917,Artist 46,Classical,60.0,0.45,0.75,0.89
track_918,Song 918,Artist 33,Metal,101.0,0.77,0.54,0.49
track_919,Song 919,Artist 60,Indie,88.1,0.22,0.56,0.52
track_920,Song 920,Artist 79,Metal,125.5,0.81,0.65,0.33
track_921,Song 921,Artist 46,Indie,60.0,0.33,0.13,0.61
track_922,Song 922,Artist 83,Hip-Hop,121.6,0.7,0.14,0.92
track_923,Song 923,Artist 66,Indie,88.3,0.59,0.28,0.6
track_924,Song 924,Artist 19,Classical,94.5,0.42,0.96,0.26
track_925,Song 925,Artist 39,EDM,113.0,0.52,0.12,0.76
track_926,Song 926,Artist 38,Classical,60.0,0.44,0.58,0.74
track_927,Song 927,Artist 1,Jazz,96.4,0.0,0.8,0.83
track_928,Song 928,Artist 74,Rock,102.4,0.55,0.76,0.05
track_929,Song 929,Artist 81,Hip-Hop,110.9,0.45,0.74,0.48
track_930,Song 930,Artist 37,Pop,104.4,0.27,0.13,0.1
track_931,Song 931,Artist 88,Jazz,106.3,0.39,0.47,0.71
track_932,Song 932,Artist 61,Jazz,64.6,0.15,0.2,0.2
track_933,Song 933,Artist 64,EDM,111.3,0.81,0.41,0.83
track_934,Song 934,Artist 12,Metal,116.4,0.38,0.72,0.89
track_935,Song 935,Artist 60,EDM,110.1,0.44,0.82,0.1
track_936,Song 936,Artist 22,Jazz,123.5,0.19,0.48,0.06
track_937,Song 937,Artist 60,Rock,110.9,0.83,0.38,0.45
track_938,Song 938,Artist 97,Indie,66.1,0.33,0.69,0.44
track_939,Song 939,Artist 37,Pop,116.4,0.6,0.36,0.17
track_940,Song 940,Artist 66,Indie,128.7,0.22,0.86,0.03
track_941,Song 941,Artist 59,Pop,94.0,0.57,0.43,0.21
track_942,Song 942,Artist 38,Pop,108.6,0.4,0.64,0.74
track_943,Song 943,Artist 11,Indie,63.4,0.23,0.56,0.08
track_944,Song 944,Artist 78,Classical,61.7,0.34,0.38,0.64
track_945,Song 945,Artist 67,Rock,132.7,0.5,0.53,0.96
track_946,Song 946,Artist 27,Hip-Hop,105.8,0.62,0.88,0.06
track_947,Song 947,Artist 9,Hip-Hop,85.7,0.45,0.38,0.02
track_948,Song 948,Artist 23,Rock,96.2,0.71,0.93,0.69
track_949,Song 949,Artist 80,Rock,149.7,0.7,0.66,0.95
track_950,Song 950,Artist 98,Pop,60.0,0.43,0.66,0.58
track_951,Song 951,Artist 72,Pop,89.3,0.7,0.2,0.94
track_952,Song 952,Artist 32,Jazz,95.5,0.38,0.38,0.02
track_953,Song 953,Artist 25,Classical,93.1,0.22,0.35,0.67
track_954,Song 954,Artist 99,Jazz,109.6,0.21,0.27,0.82
track_955,Song 955,Artist 8,Indie,78.8,0.4,0.19,0.71
track_956,Song 956,Artist 86,Rock,112.9,0.73,0.75,0.97
track_957,Song 957,Artist 73,Rock,83.3,0.82,0.92,0.3
track_958,Song 958,Artist 66,EDM,107.6,0.59,0.34,0.1
track_959,Song 959,Artist 57,Hip-Hop,60.4,0.29,0.62,0.16
track_960,Song 960,Artist 73,Metal,143.2,0.65,0.37,0.83
track_961,Song 961,Artist 96,EDM,144.7,0.44,0.78,0.93
track_962,Song 962,Artist 32,Pop,124.1,0.39,0.93,0.15
track_963,Song 963,Artist 75,Metal,124.9,0.62,0.63,0.35
track_964,Song 964,Artist 20,Classical,94.6,0.32,0.4,0.85
track_965,Song 965,Artist 6,Pop,102.8,0.45,0.86,0.28
track_966,Song 966,Artist 80,Rock,129.4,0.98,0.87,0.57
track_967,Song 967,Artist 74,Jazz,82.6,0.25,0.18,0.16
track_968,Song 968,Artist 40,Pop,105.0,0.25,0.63,0.75
track_969,Song 969,Artist 80,Indie,69.2,0.01,0.88,0.71
track_970,Song 970,Artist 17,Jazz,81.2,0.22,0.94,0.05
track_971,Song 971,Artist 20,Rock,122.7,0.9,0.39,0.02
track_972,Song 972,Artist 69,Rock,139.0,0.57,0.92,0.48
track_973,Song 973,Artist 91,Metal,117.7,0.51,0.52,0.78
track_974,Song 974,Artist 99,Hip-Hop,91.9,0.43,0.5,0.58
track_975,Song 975,Artist 80,Metal,106.3,0.67,0.84,0.66
track_976,Song 976,Artist 87,Hip-Hop,91.9,0.63,0.72,0.77
track_977,Song 977,Artist 44,Classical,92.6,0.37,0.46,0.61
track_978,Song 978,Artist 6,Metal,144.2,0.65,0.14,0.0
track_979,Song 979,Artist 40,Rock,126.2,0.64,0.74,0.29
track_980,Song 980,Artist 97,Pop,84.7,0.75,0.49,0.49
track_981,Song 981,Artist 38,Indie,96.0,0.2,0.54,0.59
track_982,Song 982,Artist 90,EDM,107.9,0.62,0.51,0.8
track_983,Song 983,Artist 52,Pop,119.8,0.58,0.95,0.13
track_984,Song 984,Artist 29,Metal,112.2,0.62,0.68,0.58
track_985,Song 985,Artist 10,Rock,143.6,0.92,0.46,0.13
track_986,Song 986,Artist 84,EDM,112.4,0.53,0.2,0.85
track_987,Song 987,Artist 75,Jazz,67.7,0.49,0.7,0.86
track_988,Song 988,Artist 95,Pop,112.1,0.34,0.4,0.59
track_989,Song 989,Artist 40,Classical,60.0,0.21,0.87,0.21
track_990,Song 990,Artist 33,Hip-Hop,81.4,0.37,0.89,0.55
track_991,Song 991,Artist 89,Pop,101.8,0.34,0.17,0.45
track_992,Song 992,Artist 88,Pop,144.0,0.34,0.81,0.93
track_993,Song 993,Artist 68,Pop,91.4,0.65,0.01,0.79
track_994,Song 994,Artist 8,Indie,87.0,0.33,0.24,0.59
track_995,Song 995,Artist 87,Metal,109.3,0.45,0.2,0.74
track_996,Song 996,Artist 52,Jazz,85.5,0.47,0.85,0.83
track_997,Song 997,Artist 28,Rock,160.1,0.53,0.53,0.41
track_998,Song 998,Artist 22,Jazz,104.3,0.18,0.94,0.65
track_999,Song 999,Artist 91,Indie,85.1,0.44,0.51,0.69
